,Model Name,R2_Score(Training),R2_Score_Testing,Depth,Iterations,Learning Rate,Score Difference
496,CatBoost Regressor Tuned,0.9989162803655404,0.8118543757028202,8.0,2000.0,0.05,0.1870619046627202
497,CatBoost Regressor Tuned,0.9774425305153096,0.8118302229657818,6.0,1550.0,0.04,0.16561230754952783
498,CatBoost Regressor Tuned,0.9864709340224416,0.811818103151578,5.0,1100.0,0.1,0.17465283087086358
499,CatBoost Regressor Tuned,0.9753251420148482,0.8116347004853379,5.0,1200.0,0.07,0.1636904415295103
500,CatBoost Regressor Tuned,0.9985131827252902,0.8115770337225382,9.0,1050.0,0.07,0.18693614900275202
501,CatBoost Regressor Tuned,0.9886553536843437,0.8114960458011828,7.0,1250.0,0.05,0.1771593078831608
502,CatBoost Regressor Tuned,0.997875304589167,0.8114945648861382,7.0,1100.0,0.1,0.1863807397030287
503,CatBoost Regressor Tuned,0.9485338891594696,0.8113520823415552,4.0,1100.0,0.07,0.13718180681791436
504,CatBoost Regressor Tuned,0.986782585321409,0.811197875601699,7.0,1500.0,0.04,0.17558470971970996
505,CatBoost Regressor Tuned,0.97753954733271,0.8111476235660798,6.0,1250.0,0.05,0.16639192376663015
506,CatBoost Regressor Tuned,0.9987308801853636,0.8110727604645065,9.0,1500.0,0.05,0.1876581197208571
507,CatBoost Regressor Tuned,0.9950875650422678,0.8110552862124061,9.0,1750.0,0.03,0.18403227882986173
508,CatBoost Regressor Tuned,0.9511608021849414,0.8108610956374673,4.0,1150.0,0.07,0.14029970654747403
509,CatBoost Regressor Tuned,0.9789318357526,0.8107843658140061,6.0,1600.0,0.04,0.16814746993859386
510,CatBoost Regressor Tuned,0.9988880158291298,0.8105848452059367,9.0,1550.0,0.05,0.18830317062319313
511,CatBoost Regressor Tuned,0.9987888572138932,0.8105047126948418,9.0,1100.0,0.07,0.1882841445190514
512,CatBoost Regressor Tuned,0.9394333612945224,0.8104713683865457,3.0,1150.0,0.1,0.12896199290797672
513,CatBoost Regressor Tuned,0.9959882364077528,0.8103955750057885,8.0,1000.0,0.07,0.1855926614019643
514,CatBoost Regressor Tuned,0.9982067158300706,0.8103792810832529,7.0,1150.0,0.1,0.18782743474681773
515,CatBoost Regressor Tuned,0.9539589145711476,0.8103700974130144,4.0,1750.0,0.05,0.1435888171581332
516,CatBoost Regressor Tuned,0.9107514983015896,0.8103588596713184,2.0,2000.0,0.1,0.10039263863027126
517,CatBoost Regressor Tuned,0.9944195912307724,0.8103512822435174,7.0,1150.0,0.07,0.184068308987255
518,CatBoost Regressor Tuned,0.9896605633902694,0.8103019287183728,7.0,1300.0,0.05,0.1793586346718966
519,CatBoost Regressor Tuned,0.9768958434923904,0.8101669205056563,5.0,1250.0,0.07,0.16672892298673414
520,CatBoost Regressor Tuned,0.947253183400815,0.8100729512499132,3.0,2000.0,0.07,0.1371802321509018
521,CatBoost Regressor Tuned,0.969730730848082,0.8100472442833924,4.0,1150.0,0.1,0.15968348656468967
522,CatBoost Regressor Tuned,0.9989832866690808,0.8098525945808287,9.0,1150.0,0.07,0.18913069208825206
523,CatBoost Regressor Tuned,0.9990286352856764,0.8097693412280126,9.0,1600.0,0.05,0.18925929405766384
524,CatBoost Regressor Tuned,0.9878275538106008,0.8096287669770389,7.0,1550.0,0.04,0.17819878683356194
525,CatBoost Regressor Tuned,0.9876759331611143,0.8095745793217363,5.0,1150.0,0.1,0.17810135383937808
526,CatBoost Regressor Tuned,0.9786558542045452,0.8093842946984289,5.0,1750.0,0.05,0.16927155950611628
527,CatBoost Regressor Tuned,0.9984996167561364,0.8093067044628937,7.0,1200.0,0.1,0.18919291229324275
528,CatBoost Regressor Tuned,0.999136194172837,0.8092112488094394,9.0,1200.0,0.07,0.18992494536339766
529,CatBoost Regressor Tuned,0.990683006913814,0.8091950627091481,7.0,1350.0,0.05,0.18148794420466585
530,CatBoost Regressor Tuned,0.9538159355962026,0.8091444121321598,4.0,1200.0,0.07,0.14467152346404277
531,CatBoost Regressor Tuned,0.9784827237077666,0.8091053271296714,5.0,1300.0,0.07,0.16937739657809514
532,CatBoost Regressor Tuned,0.9965206581945396,0.8090946125214888,8.0,1050.0,0.07,0.18742604567305077
533,CatBoost Regressor Tuned,0.9823706250943244,0.8089411372922606,6.0,1750.0,0.04,0.1734294878020638
534,CatBoost Regressor Tuned,0.9950948715105712,0.8088986968561713,7.0,1200.0,0.07,0.18619617465439986
535,CatBoost Regressor Tuned,0.998735335806535,0.8088689655031923,7.0,1250.0,0.1,0.18986637030334264
536,CatBoost Regressor Tuned,0.9794922749598484,0.8088189614438938,6.0,1300.0,0.05,0.1706733135159546
537,CatBoost Regressor Tuned,0.9992727703262476,0.8087448910053123,9.0,1250.0,0.07,0.1905278793209353
538,CatBoost Regressor Tuned,0.9719278397865097,0.8086366714674794,4.0,1200.0,0.1,0.16329116831903023
539,CatBoost Regressor Tuned,0.9887656976075264,0.8084636568699721,7.0,1600.0,0.04,0.1803020407375543
540,CatBoost Regressor Tuned,0.997036253938186,0.808442559356607,8.0,1100.0,0.07,0.18859369458157893
541,CatBoost Regressor Tuned,0.99935309238503,0.808252601837471,9.0,1750.0,0.05,0.19110049054755895
542,CatBoost Regressor Tuned,0.942679488443712,0.8082389471673829,3.0,1200.0,0.1,0.1344405412763291
543,CatBoost Regressor Tuned,0.991510920721878,0.8081909919041594,7.0,1400.0,0.05,0.18331992881771852
544,CatBoost Regressor Tuned,0.998921155612002,0.8081825756846621,7.0,1300.0,0.1,0.1907385799273399
545,CatBoost Regressor Tuned,0.999391652231426,0.807967768748257,9.0,1300.0,0.07,0.19142388348316897
546,CatBoost Regressor Tuned,0.9990837610263276,0.8077061090990664,7.0,1350.0,0.1,0.1913776519272612
547,CatBoost Regressor Tuned,0.9994917995935904,0.8076182266040164,9.0,1350.0,0.07,0.19187357298957397
548,CatBoost Regressor Tuned,0.988808981113217,0.8076010670577015,5.0,1200.0,0.1,0.1812079140555155
549,CatBoost Regressor Tuned,0.9922716763361158,0.8075472499228535,7.0,1450.0,0.05,0.18472442641326225
550,CatBoost Regressor Tuned,0.9801931431210748,0.807408934283709,5.0,1350.0,0.07,0.17278420883736578
551,CatBoost Regressor Tuned,0.9968597860969304,0.8073101982021786,9.0,2000.0,0.03,0.18954958789475174
552,CatBoost Regressor Tuned,0.9995752871367292,0.8072969892874702,9.0,1400.0,0.07,0.19227829784925898
553,CatBoost Regressor Tuned,0.995724198221294,0.807278463104854,7.0,1250.0,0.07,0.18844573511644003
554,CatBoost Regressor Tuned,0.9975187229137668,0.8072562281018367,8.0,1150.0,0.07,0.19026249481193003
555,CatBoost Regressor Tuned,0.9565323516769808,0.8071323179109303,4.0,1250.0,0.07,0.1494000337660505
556,CatBoost Regressor Tuned,0.999637772943614,0.8068340000357552,9.0,1450.0,0.07,0.19280377290785877
557,CatBoost Regressor Tuned,0.9978607197992804,0.8066126307416697,8.0,1200.0,0.07,0.1912480890576107
558,CatBoost Regressor Tuned,0.9992307491772312,0.8065161434475849,7.0,1400.0,0.1,0.19271460572964627
559,CatBoost Regressor Tuned,0.9811478762568488,0.8064484695800265,6.0,1350.0,0.05,0.17469940667682238
560,CatBoost Regressor Tuned,0.9996932088600684,0.8064220538181146,9.0,1500.0,0.07,0.1932711550419538
561,CatBoost Regressor Tuned,0.9996643682471836,0.8061348814129015,9.0,2000.0,0.05,0.19352948683428217
562,CatBoost Regressor Tuned,0.9997378152880116,0.8061113974541958,9.0,1550.0,0.07,0.19362641783381584
563,CatBoost Regressor Tuned,0.9997726352925392,0.80585091012168,9.0,1600.0,0.07,0.19392172517085926
564,CatBoost Regressor Tuned,0.9898532205722428,0.8058079312201577,5.0,1250.0,0.1,0.18404528935208508
565,CatBoost Regressor Tuned,0.996297534220271,0.8058065143760526,7.0,1300.0,0.07,0.19049101984421846
566,CatBoost Regressor Tuned,0.973916267199376,0.8057874459174738,4.0,1250.0,0.1,0.1681288212819022
567,CatBoost Regressor Tuned,0.9993362061289996,0.8057728481766991,7.0,1450.0,0.1,0.1935633579523005
568,CatBoost Regressor Tuned,0.998177824367544,0.8057372379696492,8.0,1250.0,0.07,0.19244058639789474
569,CatBoost Regressor Tuned,0.9994314532133554,0.8054057160649098,7.0,1500.0,0.1,0.1940257371484455
570,CatBoost Regressor Tuned,0.9992512837573186,0.8054003805147287,10.0,1000.0,0.07,0.1938509032425899
571,CatBoost Regressor Tuned,0.9929642287744972,0.8053123507539673,7.0,1500.0,0.05,0.18765187802052985
572,CatBoost Regressor Tuned,0.9911128491036056,0.805213386741635,7.0,1750.0,0.04,0.18589946236197064
573,CatBoost Regressor Tuned,0.9967187009717532,0.8051870665836676,7.0,1350.0,0.07,0.19153163438808563
574,CatBoost Regressor Tuned,0.9995205795165776,0.8051829673080657,7.0,1550.0,0.1,0.19433761220851187
575,CatBoost Regressor Tuned,0.9825966475008948,0.8051334586788891,6.0,1400.0,0.05,0.17746318882200574
576,CatBoost Regressor Tuned,0.9998679528349588,0.805055173830945,9.0,1750.0,0.07,0.19481277900401373
577,CatBoost Regressor Tuned,0.9984476692520092,0.8048523854090632,8.0,1300.0,0.07,0.193595283842946
578,CatBoost Regressor Tuned,0.9815925364685304,0.8047767058577885,5.0,1400.0,0.07,0.1768158306107419
579,CatBoost Regressor Tuned,0.999600017493378,0.8047496578593492,7.0,1600.0,0.1,0.19485035963402886
580,CatBoost Regressor Tuned,0.9993847039204656,0.8047174931314143,10.0,1050.0,0.07,0.19466721078905136
581,CatBoost Regressor Tuned,0.9971373563789788,0.8045522348952245,7.0,1400.0,0.07,0.19258512148375428
582,CatBoost Regressor Tuned,0.9999394412824626,0.8043939511542437,9.0,2000.0,0.07,0.19554549012821887
583,CatBoost Regressor Tuned,0.993621768423566,0.8043279639747634,7.0,1550.0,0.05,0.18929380444880262
584,CatBoost Regressor Tuned,0.9995070047626904,0.8040648301253209,10.0,1100.0,0.07,0.19544217463736946
585,CatBoost Regressor Tuned,0.9454243140067732,0.8040112827034157,3.0,1250.0,0.1,0.14141303130335747
586,CatBoost Regressor Tuned,0.9986642594386308,0.8039965025075673,8.0,1350.0,0.07,0.19466775693106353
587,CatBoost Regressor Tuned,0.9997525113130205,0.8038255453445459,7.0,1750.0,0.1,0.1959269659684746
588,CatBoost Regressor Tuned,0.9942121236797972,0.8037327688046824,10.0,1000.0,0.04,0.1904793548751148
589,CatBoost Regressor Tuned,0.99074495205713,0.8035401923224055,5.0,1300.0,0.1,0.1872047597347245
590,CatBoost Regressor Tuned,0.9974482232344049,0.8034967732385294,7.0,1450.0,0.07,0.19395144999587544
591,CatBoost Regressor Tuned,0.9988428808259292,0.8034938215468113,8.0,1400.0,0.07,0.19534905927911794
592,CatBoost Regressor Tuned,0.9996035334933272,0.8034779500765937,10.0,1150.0,0.07,0.19612558341673347
593,CatBoost Regressor Tuned,0.9941794105304654,0.803410261412194,7.0,1600.0,0.05,0.19076914911827147
594,CatBoost Regressor Tuned,0.982770593384956,0.8033356147205357,5.0,1450.0,0.07,0.17943497866442026
595,CatBoost Regressor Tuned,0.9593222052747028,0.8032716223408084,4.0,1300.0,0.07,0.1560505829338944
596,CatBoost Regressor Tuned,0.9841373259534154,0.8032552544000312,6.0,1450.0,0.05,0.1808820715533842
597,CatBoost Regressor Tuned,0.9996795936318016,0.8030806769930051,10.0,1200.0,0.07,0.19659891663879647
598,CatBoost Regressor Tuned,0.9838719960487312,0.8028789271617098,5.0,1500.0,0.07,0.18099306888702138
599,CatBoost Regressor Tuned,0.9977206371750792,0.8027199835748011,7.0,1500.0,0.07,0.19500065360027807
600,CatBoost Regressor Tuned,0.9997396604657708,0.8027130825795845,10.0,1250.0,0.07,0.19702657788618627
601,CatBoost Regressor Tuned,0.99901920790401,0.8026525978727324,8.0,1450.0,0.07,0.19636661003127764
602,CatBoost Regressor Tuned,0.962106501855976,0.802548274292081,4.0,2000.0,0.05,0.15955822756389504
603,CatBoost Regressor Tuned,0.9997888426030306,0.8024312654342154,10.0,1300.0,0.07,0.1973575771688152
604,CatBoost Regressor Tuned,0.9841017159297044,0.8024093459302354,5.0,2000.0,0.05,0.18169236999946903
605,CatBoost Regressor Tuned,0.9757250756029072,0.8023975091686197,4.0,1300.0,0.1,0.17332756643428748
606,CatBoost Regressor Tuned,0.999883262679868,0.8023620455741904,7.0,2000.0,0.1,0.1975212171056776
607,CatBoost Regressor Tuned,0.9950833915425732,0.8022906952892388,10.0,1050.0,0.04,0.1927926962533344
608,CatBoost Regressor Tuned,0.9854040831843498,0.8022306507214503,6.0,1500.0,0.05,0.18317343246289952
609,CatBoost Regressor Tuned,0.9998311657441828,0.8019708230596538,10.0,1350.0,0.07,0.197860342684529
610,CatBoost Regressor Tuned,0.9991406090352456,0.801965540393004,8.0,1500.0,0.07,0.19717506864224155
611,CatBoost Regressor Tuned,0.9915863162033052,0.801941259556253,5.0,1350.0,0.1,0.18964505664705222
612,CatBoost Regressor Tuned,0.9979736655967631,0.8018912307510997,7.0,1550.0,0.07,0.19608243484566346
613,CatBoost Regressor Tuned,0.9614684727615264,0.8017536710174817,4.0,1350.0,0.07,0.15971480174404462
614,CatBoost Regressor Tuned,0.9870792588243243,0.801715873157878,6.0,2000.0,0.04,0.1853633856664464
615,CatBoost Regressor Tuned,0.999865649475182,0.801459378497505,10.0,1400.0,0.07,0.19840627097767694
616,CatBoost Regressor Tuned,0.985061442961598,0.8014400445962215,5.0,1550.0,0.07,0.1836213983653765
617,CatBoost Regressor Tuned,0.9992530063918984,0.8013585472967802,8.0,1550.0,0.07,0.19789445909511816
618,CatBoost Regressor Tuned,0.9998902246193582,0.8013067970757135,10.0,1450.0,0.07,0.19858342754364466
619,CatBoost Regressor Tuned,0.999908908024976,0.8012748260897674,10.0,1500.0,0.07,0.1986340819352086
620,CatBoost Regressor Tuned,0.9999243554043328,0.8011031099590342,10.0,1550.0,0.07,0.19882124544529856
621,CatBoost Regressor Tuned,0.995701756571013,0.801095506731122,10.0,1100.0,0.04,0.19460624983989105
622,CatBoost Regressor Tuned,0.9993452612914016,0.8010095342693133,8.0,1600.0,0.07,0.19833572702208824
623,CatBoost Regressor Tuned,0.9773775797258348,0.800953475082615,4.0,1350.0,0.1,0.17642410464321978
624,CatBoost Regressor Tuned,0.998218447707181,0.8009222317043578,7.0,1600.0,0.07,0.1972962160028232
625,CatBoost Regressor Tuned,0.9999371596916632,0.8008724575002472,10.0,1600.0,0.07,0.19906470219141603
626,CatBoost Regressor Tuned,0.9865824376590924,0.8006927068239535,6.0,1550.0,0.05,0.18588973083513882
627,CatBoost Regressor Tuned,0.9999641749567848,0.8004961607767793,10.0,1750.0,0.07,0.19946801418000548
628,CatBoost Regressor Tuned,0.9861430499182994,0.8004595004060359,5.0,1600.0,0.07,0.1856835495122635
629,CatBoost Regressor Tuned,0.995580735139988,0.8003799819448039,7.0,1750.0,0.05,0.19520075319518415
630,CatBoost Regressor Tuned,0.9938988838733028,0.8003500367966628,7.0,2000.0,0.04,0.19354884707664
631,CatBoost Regressor Tuned,0.9999871440929804,0.7999460198264692,10.0,2000.0,0.07,0.20004112426651122
632,CatBoost Regressor Tuned,0.9923284237097336,0.7997556209144064,5.0,1400.0,0.1,0.19257280279532718
633,CatBoost Regressor Tuned,0.9995781052451356,0.7997529955096389,8.0,1750.0,0.07,0.19982510973549672
634,CatBoost Regressor Tuned,0.9962968291663116,0.7997246532826097,10.0,1150.0,0.04,0.1965721758837019
635,CatBoost Regressor Tuned,0.9929560706960566,0.7997066930677026,5.0,1450.0,0.1,0.19324937762835404
636,CatBoost Regressor Tuned,0.9987139635040562,0.7994520923783843,7.0,1750.0,0.07,0.19926187112567184
637,CatBoost Regressor Tuned,0.9481719592422332,0.7994261337848223,3.0,1300.0,0.1,0.14874582545741089
638,CatBoost Regressor Tuned,0.987655954498704,0.7994200664819958,6.0,1600.0,0.05,0.1882358880167082
639,CatBoost Regressor Tuned,0.9633009319682349,0.7992457660140843,4.0,1400.0,0.07,0.1640551659541506
640,CatBoost Regressor Tuned,0.9968077372190788,0.7984411617344984,10.0,1200.0,0.04,0.19836657548458037
641,CatBoost Regressor Tuned,0.978958232856585,0.7981077050792762,4.0,1400.0,0.1,0.1808505277773088
642,CatBoost Regressor Tuned,0.9997963759072822,0.7979257241637596,8.0,2000.0,0.07,0.2018706517435226
643,CatBoost Regressor Tuned,0.9992697221738736,0.7975350368018328,7.0,2000.0,0.07,0.20173468537204076
644,CatBoost Regressor Tuned,0.9969479935740744,0.7973896933072316,10.0,1000.0,0.05,0.19955830026684274
645,CatBoost Regressor Tuned,0.9501695682307926,0.7972274222702331,3.0,1350.0,0.1,0.15294214596055944
646,CatBoost Regressor Tuned,0.9972260173885642,0.7970129128875874,10.0,1250.0,0.04,0.20021310450097685
647,CatBoost Regressor Tuned,0.980213190473148,0.7968569779114275,4.0,1450.0,0.1,0.18335621256172052
648,CatBoost Regressor Tuned,0.9936257255700076,0.7967634515445798,5.0,1500.0,0.1,0.19686227402542777
649,CatBoost Regressor Tuned,0.9651744874189178,0.7966944233466835,4.0,1450.0,0.07,0.16848006407223426
650,CatBoost Regressor Tuned,0.9971645837288172,0.7966473794499744,7.0,2000.0,0.05,0.2005172042788428
651,CatBoost Regressor Tuned,0.991955997622616,0.7965979319167708,6.0,1000.0,0.1,0.19535806570584524
652,CatBoost Regressor Tuned,0.9975940810429346,0.79619178031351,10.0,1300.0,0.04,0.20140230072942455
653,CatBoost Regressor Tuned,0.988651577954098,0.7959379949022807,5.0,1750.0,0.07,0.1927135830518173
654,CatBoost Regressor Tuned,0.997392235574094,0.7958847516628816,10.0,1050.0,0.05,0.20150748391121232
655,CatBoost Regressor Tuned,0.9995804257760388,0.7954855483437829,9.0,1000.0,0.1,0.20409487743225585
656,CatBoost Regressor Tuned,0.9814582693180464,0.7954616834157869,4.0,1500.0,0.1,0.18599658590225943
657,CatBoost Regressor Tuned,0.9978985512939093,0.7954025942135226,10.0,1350.0,0.04,0.2024959570803867
658,CatBoost Regressor Tuned,0.9521246486402076,0.7953709112180972,3.0,1400.0,0.1,0.1567537374221104
659,CatBoost Regressor Tuned,0.9902252211735192,0.795267919694695,6.0,1750.0,0.05,0.19495730147882417
660,CatBoost Regressor Tuned,0.9941817704388768,0.7949570346702022,5.0,1550.0,0.1,0.1992247357686746
661,CatBoost Regressor Tuned,0.999665394617654,0.79487254423665,9.0,1050.0,0.1,0.20479285038100403
662,CatBoost Regressor Tuned,0.9669159011035774,0.7947764430132872,4.0,1500.0,0.07,0.1721394580902902
663,CatBoost Regressor Tuned,0.9978067452211276,0.7946847348793356,10.0,1100.0,0.05,0.203122010341792
664,CatBoost Regressor Tuned,0.998163673181918,0.7945123554404,10.0,1400.0,0.04,0.203651317741518
665,CatBoost Regressor Tuned,0.9933089707787824,0.7943960931841578,6.0,1050.0,0.1,0.19891287759462462
666,CatBoost Regressor Tuned,0.999748315939155,0.7941218118641178,9.0,1100.0,0.1,0.20562650407503724
667,CatBoost Regressor Tuned,0.9947357076236092,0.7938976089109624,5.0,1600.0,0.1,0.2008380987126468
668,CatBoost Regressor Tuned,0.9540369193777148,0.7937269186235046,3.0,1450.0,0.1,0.1603100007542102
669,CatBoost Regressor Tuned,0.9984127360556369,0.7937212330254907,10.0,1450.0,0.04,0.20469150303014616
670,CatBoost Regressor Tuned,0.9981581115049892,0.7937130787638895,10.0,1150.0,0.05,0.2044450327410997
671,CatBoost Regressor Tuned,0.982652213033803,0.7937043370362129,4.0,1550.0,0.1,0.1889478759975901
672,CatBoost Regressor Tuned,0.9997994294306471,0.7934863483140695,9.0,1150.0,0.1,0.20631308111657765
673,CatBoost Regressor Tuned,0.9986200167387276,0.7932184182917549,10.0,1500.0,0.04,0.2054015984469727
674,CatBoost Regressor Tuned,0.9998441064672358,0.7931048695410873,9.0,1200.0,0.1,0.20673923692614848
675,CatBoost Regressor Tuned,0.9984561362074316,0.7930374398268539,10.0,1200.0,0.05,0.20541869638057764
676,CatBoost Regressor Tuned,0.9687627764685972,0.7929989414852248,4.0,1550.0,0.07,0.17576383498337245
677,CatBoost Regressor Tuned,0.9998802790127308,0.7927256428758436,9.0,1250.0,0.1,0.20715463613688723
678,CatBoost Regressor Tuned,0.9813141386260672,0.792631392715664,6.0,1000.0,0.07,0.18868274591040324
679,CatBoost Regressor Tuned,0.9987743828968314,0.7924773573478862,10.0,1550.0,0.04,0.20629702554894525
680,CatBoost Regressor Tuned,0.9999063747118164,0.7924207898887657,9.0,1300.0,0.1,0.20748558482305068
681,CatBoost Regressor Tuned,0.998703450699616,0.792365570593695,10.0,1250.0,0.05,0.20633788010592102
682,CatBoost Regressor Tuned,0.9999252489563396,0.7922915678000442,9.0,1350.0,0.1,0.20763368115629544
683,CatBoost Regressor Tuned,0.9988834083707956,0.7921088668272973,10.0,1300.0,0.05,0.20677454154349828
684,CatBoost Regressor Tuned,0.9999402391040187,0.7920171062703024,9.0,1400.0,0.1,0.20792313283371633
685,CatBoost Regressor Tuned,0.9989166708621936,0.7918228038694429,10.0,1600.0,0.04,0.20709386699275067
686,CatBoost Regressor Tuned,0.9942031168283538,0.7917993762776822,6.0,1100.0,0.1,0.20240374055067167
687,CatBoost Regressor Tuned,0.9999540776086816,0.7917530888823194,9.0,1450.0,0.1,0.20820098872636217
688,CatBoost Regressor Tuned,0.9999642115187672,0.7916103880318388,9.0,1500.0,0.1,0.20835382348692844
689,CatBoost Regressor Tuned,0.9999718895757518,0.7914436186930947,9.0,1550.0,0.1,0.20852827088265713
690,CatBoost Regressor Tuned,0.9999781942726776,0.7913464348956802,9.0,1600.0,0.1,0.2086317593769974
691,CatBoost Regressor Tuned,0.9990310287939854,0.7912387183819382,10.0,1350.0,0.05,0.20779231041204727
692,CatBoost Regressor Tuned,0.9705082215548012,0.7912292196111697,4.0,1600.0,0.07,0.17927900194363156
693,CatBoost Regressor Tuned,0.983835173673342,0.7911718799599655,4.0,1600.0,0.1,0.19266329371337643
694,CatBoost Regressor Tuned,0.999989411023941,0.7910946834493753,9.0,1750.0,0.1,0.20889472757456573
695,CatBoost Regressor Tuned,0.955597395076802,0.7909675277674173,3.0,1500.0,0.1,0.16462986730938467
696,CatBoost Regressor Tuned,0.9949803434968124,0.7909531844192992,6.0,1150.0,0.1,0.20402715907751323
697,CatBoost Regressor Tuned,0.999996464454016,0.7908661728711371,9.0,2000.0,0.1,0.20913029158287888
698,CatBoost Regressor Tuned,0.9835256453623384,0.7904227968497667,6.0,1050.0,0.07,0.19310284851257176
699,CatBoost Regressor Tuned,0.9991692312209336,0.7904172378962162,10.0,1400.0,0.05,0.2087519933247174
700,CatBoost Regressor Tuned,0.999262040079668,0.7901604524028453,10.0,1750.0,0.04,0.20910158767682274
701,CatBoost Regressor Tuned,0.9956480424994782,0.7899744567697431,6.0,1200.0,0.1,0.20567358572973515
702,CatBoost Regressor Tuned,0.999298582152636,0.7898541912359486,10.0,1450.0,0.05,0.20944439091668743
703,CatBoost Regressor Tuned,0.9572081474187965,0.7895496087118756,3.0,1550.0,0.1,0.16765853870692082
704,CatBoost Regressor Tuned,0.9993964680612526,0.7894814289415281,10.0,1500.0,0.05,0.20991503911972453
705,CatBoost Regressor Tuned,0.9921298683274322,0.7894199723394704,5.0,2000.0,0.07,0.20270989598796185
706,CatBoost Regressor Tuned,0.996204061524474,0.7892856707243937,6.0,1250.0,0.1,0.20691839080008034
707,CatBoost Regressor Tuned,0.9960668295483892,0.7892512312515374,5.0,1750.0,0.1,0.2068155982968518
708,CatBoost Regressor Tuned,0.9994891360222242,0.7890587904428937,10.0,1550.0,0.05,0.2104303455793305
709,CatBoost Regressor Tuned,0.9853746034550837,0.7884849767056025,6.0,1100.0,0.07,0.19688962674948118
710,CatBoost Regressor Tuned,0.999572642885853,0.788462221145253,10.0,1600.0,0.05,0.21111042174060002
711,CatBoost Regressor Tuned,0.9996053152765912,0.7884365159205735,10.0,2000.0,0.04,0.21116879935601773
712,CatBoost Regressor Tuned,0.97483626862687,0.7880088892648687,4.0,1750.0,0.07,0.18682737936200133
713,CatBoost Regressor Tuned,0.9931576645236,0.7878251628132604,6.0,2000.0,0.05,0.20533250171033957
714,CatBoost Regressor Tuned,0.9966686792679008,0.7878153288488678,6.0,1300.0,0.1,0.20885335041903297
715,CatBoost Regressor Tuned,0.9997236903552796,0.7873480680292514,10.0,1750.0,0.05,0.21237562232602825
716,CatBoost Regressor Tuned,0.9971028694678972,0.7872872198840585,6.0,1350.0,0.1,0.2098156495838387
717,CatBoost Regressor Tuned,0.9998844599636344,0.7869400650576693,10.0,1000.0,0.1,0.21294439490596506
718,CatBoost Regressor Tuned,0.9868138905353908,0.7867871277300806,6.0,1150.0,0.07,0.20002676280531018
719,CatBoost Regressor Tuned,0.9999153901733692,0.7866731995606348,10.0,1050.0,0.1,0.21324219061273442
720,CatBoost Regressor Tuned,0.9999358819195148,0.7865157759390907,10.0,1100.0,0.1,0.21342010598042405
721,CatBoost Regressor Tuned,0.9999520943474765,0.7864504320309867,10.0,1150.0,0.1,0.2135016623164897
722,CatBoost Regressor Tuned,0.9880793111347982,0.7863217050880527,6.0,1200.0,0.07,0.20175760604674553
723,CatBoost Regressor Tuned,0.999963730583852,0.7861881044902076,10.0,1200.0,0.1,0.21377562609364442
724,CatBoost Regressor Tuned,0.9999733996112716,0.7860591418548815,10.0,1250.0,0.1,0.21391425775639017
725,CatBoost Regressor Tuned,0.9998642469163278,0.7860459564986726,10.0,2000.0,0.05,0.2138182904176552
726,CatBoost Regressor Tuned,0.9999803506327558,0.786004844060152,10.0,1300.0,0.1,0.21397550657260378
727,CatBoost Regressor Tuned,0.9589588320173176,0.7859848239866499,3.0,1600.0,0.1,0.17297400803066765
728,CatBoost Regressor Tuned,0.9974851111832824,0.7859845625904571,6.0,1400.0,0.1,0.2115005485928253
729,CatBoost Regressor Tuned,0.9999854515796976,0.7859132637251744,10.0,1350.0,0.1,0.2140721878545232
730,CatBoost Regressor Tuned,0.9999889763275576,0.7858743740465144,10.0,1400.0,0.1,0.21411460228104318
731,CatBoost Regressor Tuned,0.9999916546940278,0.7857868750273109,10.0,1450.0,0.1,0.21420477966671692
732,CatBoost Regressor Tuned,0.999993508493974,0.7857106487141573,10.0,1500.0,0.1,0.21428285977981665
733,CatBoost Regressor Tuned,0.999995061125334,0.7856884172134054,10.0,1550.0,0.1,0.21430664391192855
734,CatBoost Regressor Tuned,0.9999962252523764,0.7856206964492207,10.0,1600.0,0.1,0.2143755288031557
735,CatBoost Regressor Tuned,0.9999982502170254,0.7855502423643913,10.0,1750.0,0.1,0.21444800785263407
736,CatBoost Regressor Tuned,0.9999995381118104,0.7854627036843739,10.0,2000.0,0.1,0.21453683442743654
737,CatBoost Regressor Tuned,0.9978293507982136,0.7852759401312419,6.0,1450.0,0.1,0.21255341066697164
738,CatBoost Regressor Tuned,0.9891310503363532,0.7852064655849635,6.0,1250.0,0.07,0.20392458475138964
739,CatBoost Regressor Tuned,0.9865162218976424,0.7847241700863109,4.0,1750.0,0.1,0.20179205181133153
740,CatBoost Regressor Tuned,0.998094827848246,0.7841303404795597,6.0,1500.0,0.1,0.21396448736868634
741,CatBoost Regressor Tuned,0.99029800250453,0.7840674316915223,6.0,1300.0,0.07,0.20623057081300777
742,CatBoost Regressor Tuned,0.9983285302484948,0.783882883767228,6.0,1550.0,0.1,0.21444564648126674
743,CatBoost Regressor Tuned,0.9985443330815325,0.7834212863745829,6.0,1600.0,0.1,0.2151230467069496
744,CatBoost Regressor Tuned,0.9975104889898728,0.7833214886886041,5.0,2000.0,0.1,0.21418900030126875
745,CatBoost Regressor Tuned,0.9988835694814304,0.7824664687161664,8.0,1000.0,0.1,0.216417100765264
